admitidos,año,codigo snies del programa,id genero,semestre
59,2014,1813,2,2
43,2014,1814,2,2
6,2014,1815,1,2
5,2014,1816,1,2
3,2014,1817,2,2
7,2014,1818,1,2
3,2014,1819,2,2
9,2014,1820,1,2
4,2014,1821,1,2
2,2014,1822,1,2
4,2014,1823,2,2
8,2014,1827,1,2
12,2014,1828,1,2
33,2014,1832,2,2
229,2014,1834,2,2
2,2014,1836,1,2
17,2014,1837,2,2
353,2014,1838,2,2
27,2014,1840,1,2
11,2014,1841,2,2
31,2014,1846,1,2
162,2014,1847,2,2
24,2014,1853,2,2
39,2014,1854,2,2
19,2014,1855,1,2
33,2014,1856,2,2
105,2014,1870,2,2
9,2014,1872,2,2
10,2014,1874,1,2
42,2014,1875,2,2
89,2014,1877,2,2
24,2014,1878,1,2
24,2014,1881,2,2
79,2014,1883,1,2
23,2014,1884,1,2
106,2014,1886,1,2
32,2014,1890,1,2
3,2014,1892,2,2
1,2014,1893,1,2
77,2014,1894,2,2
164,2014,1902,2,2
8,2014,1914,1,2
50,2014,1915,2,2
44,2014,1916,2,2
8,2014,1918,2,2
15,2014,1919,2,2
39,2014,1928,2,2
11,2014,1936,2,2
18,2014,1937,1,2
22,2014,1942,1,2
3,2014,1943,1,2
6,2014,1944,2,2
32,2014,1946,1,2
22,2014,1950,2,2
44,2014,1953,2,2
20,2014,1956,2,2
141,2014,1958,2,2
176,2014,1976,2,2
72,2014,1977,1,2
279,2014,1980,2,2
48,2014,1981,1,2
39,2014,1982,1,2
118,2014,1983,2,2
26,2014,1984,2,2
19,2014,1985,2,2
9,2014,1987,2,2
17,2014,1988,1,2
26,2014,1989,1,2
73,2014,1991,1,2
13,2014,2009,1,2
51,2014,2016,2,2
103,2014,2026,1,2
10,2014,2028,2,2
10,2014,2034,2,2
14,2014,2037,2,2
30,2014,2039,2,2
55,2014,2040,1,2
15,2014,2049,1,2
328,2014,2051,1,2
114,2014,2052,2,2
21,2014,2053,2,2
131,2014,2054,1,2
54,2014,2055,2,2
18,2014,2056,1,2
19,2014,2063,1,2
177,2014,2065,2,2
1,2014,2066,2,2
74,2014,2068,1,2
37,2014,2069,1,2
93,2014,2070,2,2
28,2014,2071,2,2
2,2014,2076,1,2
29,2014,2093,1,2
15,2014,2094,1,2
3,2014,2095,2,2
92,2014,2098,1,2
1,2014,2108,1,2
9,2014,2111,1,2
379,2014,2114,2,2
18,2014,2115,1,2
10,2014,2119,2,2
77,2014,2131,2,2
179,2014,2134,1,2
142,2014,2145,1,2
3,2014,2153,1,2
43,2014,2162,1,2
68,2014,2168,2,2
19,2014,2172,2,2
31,2014,2180,2,2
14,2014,2187,1,2
8,2014,2188,2,2
61,2014,2189,2,2
51,2014,2190,2,2
98,2014,2191,2,2
42,2014,2192,2,2
8,2014,2199,2,2
51,2014,2205,1,2
139,2014,2206,2,2
12,2014,2209,2,2
29,2014,2217,2,2
5,2014,2218,1,2
20,2014,2227,2,2
89,2014,2234,1,2
26,2014,2249,1,2
67,2014,2258,1,2
8,2014,2264,1,2
33,2014,2265,2,2
51,2014,2268,2,2
22,2014,2272,2,2
48,2014,2273,2,2
19,2014,2287,1,2
27,2014,2291,2,2
99,2014,2304,1,2
26,2014,2314,2,2
15,2014,2320,1,2
6,2014,2322,2,2
8,2014,2324,2,2
210,2014,2337,1,2
22,2014,2345,2,2
24,2014,2346,1,2
31,2014,2354,2,2
13,2014,2355,1,2
11,2014,2360,1,2
9,2014,2361,1,2
15,2014,2362,2,2
29,2014,2377,1,2
19,2014,2380,2,2
52,2014,2381,2,2
42,2014,2382,1,2
77,2014,2384,1,2
151,2014,2402,2,2
2,2014,2412,2,2
3,2014,2413,2,2
10,2014,2414,2,2
17,2014,2417,2,2
7,2014,2419,1,2
41,2014,2425,2,2
10,2014,2434,1,2
22,2014,2435,1,2
1,2014,2436,2,2
20,2014,2437,1,2
10,2014,2438,2,2
43,2014,2445,1,2
80,2014,2446,2,2
9,2014,2450,1,2
19,2014,2453,1,2
17,2014,2458,2,2
55,2014,2459,2,2
163,2014,2460,2,2
79,2014,2469,2,2
10,2014,2470,2,2
1,2014,2477,1,2
21,2014,2479,2,2
46,2014,2484,2,2
4,2014,2487,1,2
5,2014,2488,2,2
32,2014,2497,2,2
2,2014,2501,1,2
5,2014,2503,1,2
14,2014,2504,1,2
17,2014,2506,1,2
160,2014,2518,1,2
61,2014,2519,2,2
8,2014,2520,2,2
17,2014,2521,1,2
35,2014,2522,2,2
20,2014,2523,2,2
159,2014,2524,2,2
15,2014,2525,1,2
6,2014,2526,2,2
12,2014,2533,2,2
15,2014,2534,2,2
4,2014,2535,1,2
5,2014,2537,1,2
22,2014,2538,2,2
31,2014,2539,2,2
46,2014,2540,1,2
59,2014,2541,2,2
41,2014,2543,1,2
4,2014,2547,2,2
2,2014,2548,2,2
107,2014,2555,1,2
80,2014,2561,2,2
142,2014,2562,2,2
221,2014,2563,2,2
14,2014,2564,2,2
4,2014,2566,1,2
7,2014,2568,2,2
265,2014,2579,2,2
45,2014,2584,1,2
35,2014,2586,1,2
20,2014,2588,1,2
4,2014,2603,2,2
48,2014,2611,1,2
50,2014,2612,1,2
48,2014,2616,2,2
35,2014,2617,1,2
7,2014,2618,2,2
11,2014,2621,2,2
45,2014,2623,1,2
66,2014,2631,1,2
68,2014,2633,2,2
117,2014,2634,1,2
72,2014,2636,2,2
39,2014,2648,1,2
120,2014,2652,2,2
11,2014,2653,1,2
39,2014,2654,1,2
6,2014,2657,1,2
20,2014,2671,1,2
12,2014,2674,2,2
1,2014,2675,1,2
7,2014,2677,2,2
59,2014,2683,2,2
11,2014,2684,1,2
69,2014,2686,1,2
34,2014,2689,2,2
8,2014,2690,2,2
159,2014,2692,1,2
44,2014,2693,1,2
15,2014,2699,2,2
1,2014,2708,1,2
1,2014,2709,1,2
6,2014,2710,1,2
2,2014,2713,2,2
126,2014,2714,2,2
53,2014,2715,2,2
8,2014,2718,1,2
61,2014,2721,1,2
273,2014,2722,1,2
82,2014,2723,1,2
15,2014,2730,2,2
32,2014,2731,1,2
71,2014,2743,1,2
25,2014,2744,2,2
13,2014,2746,2,2
29,2014,2750,2,2
20,2014,2754,2,2
64,2014,2760,1,2
64,2014,2761,2,2
50,2014,2762,2,2
21,2014,2767,1,2
21,2014,2768,2,2
12,2014,2769,1,2
41,2014,2775,2,2
12,2014,2776,1,2
45,2014,2777,1,2
6,2014,2778,2,2
18,2014,2784,1,2
20,2014,2785,2,2
9,2014,2794,1,2
32,2014,2799,1,2
51,2014,2801,2,2
43,2014,2806,2,2
75,2014,2807,1,2
33,2014,2817,2,2
5,2014,2818,1,2
52,2014,2821,1,2
9,2014,2825,2,2
44,2014,2826,2,2
64,2014,2829,2,2
54,2014,2830,2,2
87,2014,2831,1,2
20,2014,2833,1,2
36,2014,2842,1,2
30,2014,2845,1,2
37,2014,2848,1,2
213,2014,2850,1,2
16,2014,2851,2,2
7,2014,2855,2,2
59,2014,2858,1,2
35,2014,2859,1,2
42,2014,2861,2,2
9,2014,2863,1,2
46,2014,2866,2,2
9,2014,2870,1,2
113,2014,2883,2,2
50,2014,2888,1,2
20,2014,2889,1,2
23,2014,2890,2,2
59,2014,2891,2,2
19,2014,2896,1,2
9,2014,2898,1,2
23,2014,2901,2,2
25,2014,2909,1,2
52,2014,2914,2,2
59,2014,2919,2,2
4,2014,2922,1,2
31,2014,2923,2,2
116,2014,2929,1,2
28,2014,2935,1,2
117,2014,2937,1,2
15,2014,2949,1,2
15,2014,2950,2,2
31,2014,2964,2,2
19,2014,2965,1,2
65,2014,2971,1,2
50,2014,2972,1,2
12,2014,2973,2,2
43,2014,2977,2,2
19,2014,2978,1,2
2,2014,2980,1,2
50,2014,2989,1,2
36,2014,2990,2,2
76,2014,2992,2,2
135,2014,2993,1,2
38,2014,2995,1,2
248,2014,2998,1,2
32,2014,3006,2,2
37,2014,3015,2,2
139,2014,3020,1,2
1,2014,3024,2,2
7,2014,3040,2,2
46,2014,3048,2,2
98,2014,3054,2,2
45,2014,3055,2,2
3,2014,3060,2,2
15,2014,3062,1,2
4,2014,3069,1,2
49,2014,3072,2,2
124,2014,3078,2,2
72,2014,3079,1,2
248,2014,3087,2,2
12,2014,3092,2,2
16,2014,3093,2,2
2,2014,3096,2,2
58,2014,3098,2,2
5,2014,3100,1,2
51,2014,3101,2,2
28,2014,3103,1,2
72,2014,3104,2,2
5,2014,3126,1,2
124,2014,3127,2,2
46,2014,3134,2,2
79,2014,3136,2,2
39,2014,3137,1,2
7,2014,3139,1,2
88,2014,3140,2,2
52,2014,3141,2,2
12,2014,3143,2,2
149,2014,3147,1,2
31,2014,3149,1,2
16,2014,3151,1,2
1,2014,3159,2,2
43,2014,3165,1,2
41,2014,3167,1,2
5,2014,3173,2,2
28,2014,3174,1,2
32,2014,3175,2,2
59,2014,3177,1,2
65,2014,3182,1,2
14,2014,3190,1,2
92,2014,3193,2,2
21,2014,3194,1,2
225,2014,3203,1,2
51,2014,3204,1,2
58,2014,3205,1,2
44,2014,3207,2,2
9,2014,3208,2,2
10,2014,3209,2,2
5,2014,3229,1,2
9,2014,3233,1,2
60,2014,3237,2,2
5,2014,3239,2,2
65,2014,3247,2,2
45,2014,3251,2,2
12,2014,3252,2,2
97,2014,3254,2,2
182,2014,3255,2,2
28,2014,3261,2,2
