codigo_snies_del_programa,año,semestre,total,nivel_academico
51,2012.0,1,5.0,Posgrado
51,2013.0,1,6.0,Posgrado
51,2010.0,1,6.0,Posgrado
52,2009.0,1,5.0,Posgrado
52,2008.0,1,5.0,Posgrado
52,2011.0,1,4.0,Posgrado
52,2007.0,1,5.0,Posgrado
52,2012.0,1,5.0,Posgrado
52,2013.0,1,4.0,Posgrado
52,2010.0,1,4.0,Posgrado
53,2010.0,1,3.0,Posgrado
53,2012.0,1,1.0,Posgrado
53,2007.0,2,1.0,Posgrado
53,2007.0,1,2.0,Posgrado
53,2008.0,1,2.0,Posgrado
53,2011.0,1,2.0,Posgrado
53,2013.0,1,2.0,Posgrado
53,2009.0,1,3.0,Posgrado
55,2007.0,1,15.0,Posgrado
55,2008.0,1,12.0,Posgrado
55,2012.0,1,17.0,Posgrado
55,2011.0,1,13.0,Posgrado
55,2013.0,1,10.0,Posgrado
55,2010.0,1,13.0,Posgrado
55,2009.0,1,15.0,Posgrado
57,2007.0,1,7.0,Posgrado
57,2010.0,1,10.0,Posgrado
57,2009.0,1,6.0,Posgrado
57,2011.0,1,4.0,Posgrado
57,2013.0,1,7.0,Posgrado
57,2012.0,1,6.0,Posgrado
57,2008.0,1,6.0,Posgrado
58,2012.0,1,5.0,Posgrado
58,2007.0,1,3.0,Posgrado
58,2008.0,1,3.0,Posgrado
58,2010.0,1,3.0,Posgrado
58,2013.0,1,4.0,Posgrado
58,2011.0,1,3.0,Posgrado
58,2009.0,1,3.0,Posgrado
59,2013.0,1,2.0,Posgrado
59,2008.0,1,2.0,Posgrado
59,2010.0,1,2.0,Posgrado
59,2012.0,2,1.0,Posgrado
59,2007.0,1,1.0,Posgrado
59,2012.0,1,2.0,Posgrado
59,2011.0,1,3.0,Posgrado
59,2009.0,1,2.0,Posgrado
60,2008.0,1,3.0,Posgrado
60,2012.0,1,1.0,Posgrado
60,2009.0,1,1.0,Posgrado
60,2013.0,1,1.0,Posgrado
60,2010.0,1,3.0,Posgrado
60,2007.0,1,2.0,Posgrado
60,2011.0,1,2.0,Posgrado
61,2009.0,1,2.0,Posgrado
61,2010.0,1,2.0,Posgrado
61,2007.0,1,1.0,Posgrado
61,2012.0,1,3.0,Posgrado
61,2008.0,1,2.0,Posgrado
61,2012.0,2,1.0,Posgrado
61,2011.0,1,2.0,Posgrado
61,2013.0,1,2.0,Posgrado
62,2012.0,1,16.0,Posgrado
62,2011.0,1,14.0,Posgrado
62,2009.0,1,24.0,Posgrado
63,2013.0,1,2.0,Posgrado
63,2013.0,2,6.0,Posgrado
63,2011.0,1,6.0,Posgrado
63,2010.0,1,10.0,Posgrado
63,2012.0,1,8.0,Posgrado
64,2009.0,1,3.0,Posgrado
64,2007.0,1,6.0,Posgrado
64,2010.0,1,4.0,Posgrado
64,2012.0,1,1.0,Posgrado
64,2013.0,1,1.0,Posgrado
64,2011.0,1,4.0,Posgrado
64,2008.0,1,3.0,Posgrado
65,2007.0,1,2.0,Posgrado
65,2011.0,1,1.0,Posgrado
65,2013.0,1,2.0,Posgrado
65,2009.0,2,1.0,Posgrado
66,2009.0,1,1.0,Posgrado
66,2010.0,1,4.0,Posgrado
66,2011.0,1,3.0,Posgrado
66,2013.0,1,1.0,Posgrado
66,2012.0,1,1.0,Posgrado
66,2007.0,1,3.0,Posgrado
66,2008.0,1,3.0,Posgrado
67,2007.0,1,2.0,Posgrado
67,2008.0,1,2.0,Posgrado
67,2009.0,1,4.0,Posgrado
67,2011.0,1,2.0,Posgrado
67,2010.0,1,2.0,Posgrado
67,2012.0,1,2.0,Posgrado
67,2013.0,1,2.0,Posgrado
69,2009.0,1,16.0,Posgrado
69,2011.0,2,23.0,Posgrado
69,2010.0,2,15.0,Posgrado
69,2007.0,1,19.0,Posgrado
69,2008.0,1,14.0,Posgrado
69,2012.0,2,77.0,Posgrado
69,2013.0,2,36.0,Posgrado
70,2012.0,1,4.0,Posgrado
70,2009.0,1,90.0,Posgrado
70,2012.0,2,85.0,Posgrado
70,2013.0,2,142.0,Posgrado
70,2008.0,1,87.0,Posgrado
70,2013.0,1,34.0,Posgrado
70,2010.0,1,58.0,Posgrado
70,2011.0,1,31.0,Posgrado
70,2007.0,1,86.0,Posgrado
71,2008.0,1,24.0,Posgrado
71,2013.0,1,10.0,Posgrado
71,2010.0,2,18.0,Posgrado
71,2009.0,1,26.0,Posgrado
71,2012.0,1,32.0,Posgrado
71,2007.0,1,36.0,Posgrado
75,2007.0,2,5.0,Posgrado
77,2007.0,2,26.0,Posgrado
78,2007.0,1,2.0,Posgrado
79,2009.0,2,15.0,Posgrado
79,2009.0,1,18.0,Posgrado
79,2007.0,1,17.0,Posgrado
79,2010.0,2,18.0,Posgrado
79,2010.0,1,17.0,Posgrado
79,2011.0,2,20.0,Posgrado
79,2008.0,1,18.0,Posgrado
79,2012.0,1,15.0,Posgrado
79,2011.0,1,14.0,Posgrado
79,2013.0,1,12.0,Posgrado
79,2007.0,2,15.0,Posgrado
79,2013.0,2,13.0,Posgrado
79,2012.0,2,16.0,Posgrado
79,2008.0,2,19.0,Posgrado
80,2013.0,2,12.0,Posgrado
80,2008.0,1,4.0,Posgrado
80,2007.0,2,3.0,Posgrado
80,2008.0,2,6.0,Posgrado
80,2009.0,2,4.0,Posgrado
80,2012.0,2,6.0,Posgrado
82,2009.0,1,1.0,Posgrado
82,2007.0,1,14.0,Posgrado
82,2007.0,2,4.0,Posgrado
82,2008.0,2,8.0,Posgrado
82,2010.0,1,2.0,Posgrado
82,2008.0,1,5.0,Posgrado
85,2008.0,1,31.0,Posgrado
85,2010.0,2,35.0,Posgrado
85,2011.0,2,37.0,Posgrado
85,2009.0,1,32.0,Posgrado
85,2012.0,2,40.0,Posgrado
